Price,Close,High,Low,Open,Volume,SMA_10,SMA_50,Next_Close
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2023-06-27,186.1957550048828,186.52248552112178,183.8294477274505,184.04726807160984,50730800,183.5789566040039,173.31216400146485,187.3739471435547
2023-06-28,187.3739471435547,188.0174975900725,185.7403097900696,186.0670251747448,51216800,184.1670669555664,173.79232055664062,187.71060180664062
2023-06-29,187.71060180664062,188.18585447217086,187.06705126158826,187.2056628454855,46347300,184.72547912597656,174.25468994140624,192.04718017578125
2023-06-30,192.04718017578125,192.5521191164762,189.3640377084909,189.7303801784341,85213200,185.51358795166016,174.7808529663086,190.55215454101562
2023-07-03,190.55215454101562,191.95807629669292,189.8590815409033,191.85906155166862,31458200,186.26011505126954,175.2964944458008,189.433349609375
2023-07-05,189.433349609375,191.06698713435688,188.7303811843197,189.6709759307026,46920300,186.88585357666017,175.82199157714842,189.90858459472656
2023-07-06,189.90858459472656,190.11650951153766,187.32445692665846,187.95811200082892,45094300,187.66307067871094,176.35086334228515,188.78977966308594
2023-07-07,188.78977966308594,190.7600582083635,188.35415407859097,189.51255404191053,46815000,188.0274215698242,176.88820770263672,186.7403106689453
2023-07-10,186.7403106689453,188.10663557063202,185.18586681905202,187.38386117936162,59922200,188.2185089111328,177.38476013183595,186.21554565429688
2023-07-11,186.21554565429688,187.42345287888426,184.75022127484863,187.28484131741655,46638100,188.49672088623046,177.77886596679687,187.8887939453125
2023-07-12,187.8887939453125,189.7996543975007,186.60167796269752,187.79967464320742,60750200,188.66602478027343,178.18132385253907,188.6511688232422
2023-07-13,188.6511688232422,189.29473443261006,187.89870814797314,188.61157199087162,41342300,188.7937469482422,178.60080902099608,188.79969787597656
2023-07-14,188.79969787597656,189.28483085110778,187.75020804300397,188.34425119556795,41616200,188.90265655517578,179.04402770996094,192.0669708251953
2023-07-17,192.0669708251953,192.39370132812152,189.9085734412509,189.9976776399959,50520200,188.90463562011718,179.57414611816407,191.80953979492188
2023-07-18,191.80953979492188,192.40359800546008,190.51252831302557,191.433317028607,48288200,189.0303741455078,180.13194122314454,193.1659698486328
2023-07-19,193.1659698486328,196.26493172677777,190.74024473686075,191.18579595006162,80507300,189.40363616943358,180.56302001953125,191.2154998779297
2023-07-20,191.2154998779297,194.52238670645607,190.5917402572243,193.1560618639693,59581200,189.5343276977539,180.95647369384767,190.03729248046875
2023-07-21,190.03729248046875,193.03725474426253,189.33432409540026,192.17588392818155,71951700,189.6590789794922,181.36057312011718,190.83924865722656
2023-07-24,190.83924865722656,192.9778399722658,190.34420521064493,191.49270963252084,45377800,190.0689727783203,181.74531524658204,191.7006378173828
2023-07-25,191.7006378173828,192.51251639930572,191.00757994716116,191.4135192381226,37283200,190.61748199462892,182.1435284423828,192.57191467285156
2023-07-26,192.57191467285156,193.70061320853526,191.40361930588426,191.75014067908202,47471900,191.0857940673828,182.57778045654297,191.30459594726562
2023-07-27,191.30459594726562,195.24513765991685,190.64123952357383,194.07684234558644,47460200,191.35113677978515,182.99658660888673,193.8887176513672
2023-07-28,193.8887176513672,194.6807901855661,192.21546838859783,192.7402132321551,48291400,191.86003875732422,183.4670751953125,194.50257873535156
2023-07-31,194.50257873535156,194.54219067365466,193.32437284504627,194.11644542830032,38824100,192.10359954833984,183.9375650024414,193.67091369628906
2023-08-01,193.67091369628906,194.77980627337752,193.34418318178373,194.29467332466547,35175100,192.28973693847655,184.34468841552734,190.67095947265625
2023-08-02,190.67095947265625,193.24517665133837,189.94820018063527,193.10656507331342,50389300,192.0402359008789,184.6896353149414,189.27491760253906
2023-08-03,189.27491760253906,190.46301890335675,188.79968010371752,189.67096144116343,61235200,191.84617767333984,185.02567016601563,180.18594360351562
2023-08-04,180.18594360351562,185.52251207833032,180.11663025996506,183.68094960257173,115956800,190.86104278564454,185.23220275878907,177.07704162597656
2023-08-07,177.07704162597656,181.31461219425503,175.59191133034085,180.3245253304979,97576100,189.48482208251954,185.37101318359376,178.0176239013672
2023-08-08,178.0176239013672,178.48296594319257,175.81962982094473,177.9087137403543,67823000,188.11652069091798,185.5058624267578,176.42361450195312
2023-08-09,176.42361450195312,179.13644336005612,175.25530392276485,179.07704055404358,60378500,186.50169067382814,185.56051544189452,176.2057647705078
2023-08-10,176.2057647705078,178.95820511217872,175.83943745613908,177.7007905335651,54686900,184.99180755615234,185.57378234863282,176.2652587890625
2023-08-11,176.2652587890625,177.0881424893324,175.03590276334816,175.7993034466227,52036700,183.22946166992188,185.58922912597657,177.92095947265625
2023-08-14,177.92095947265625,178.14898275911253,175.78938877461678,176.44373225185288,43675600,181.57129974365233,185.58155334472656,175.9281768798828
2023-08-15,175.9281768798828,177.94076628789648,175.53161335110406,177.34592099472832,43622600,179.79702606201172,185.51699249267577,175.05572509765625
2023-08-16,175.05572509765625,177.0088162608788,174.9863181633248,175.61092006059548,46964900,178.23550262451172,185.46211059570314,172.5077667236328
2023-08-17,172.5077667236328,175.9876593304517,171.9922220355352,175.62083731111454,66062900,176.55878753662108,185.36359649658203,172.9935760498047
2023-08-18,172.9935760498047,173.59834528388794,170.48527458580276,170.82235510894964,61172200,175.83955078125,185.3023226928711,174.33197021484375
2023-08-21,174.33197021484375,174.61949160968172,172.24998915809468,173.5685847246663,46311900,175.5650436401367,185.21336212158204,175.71005249023438
2023-08-22,175.71005249023438,176.15619021692956,174.73846130997606,175.541512243613,42038900,175.33428649902345,185.1442398071289,179.5666961669922
2023-08-23,179.5666961669922,179.9930163205811,176.80063007696822,176.98900304288458,52722800,175.64859466552736,185.09621215820312,174.8673553466797
2023-08-24,174.8673553466797,179.54687744583052,174.50051821034532,179.1205572949361,54945800,175.51475372314454,184.9637023925781,177.0782470703125
2023-08-25,177.0782470703125,177.6136093916348,174.31218067560857,175.85879974601767,51449600,175.59605255126954,184.8627377319336,178.64471435546875
2023-08-28,178.64471435546875,179.04127795174605,177.01877940604135,178.54556589243367,43820700,175.66842803955078,184.75231018066407,182.5409698486328
2023-08-29,182.5409698486328,183.31427930675537,177.9605961154563,178.1588778766287,53003900,176.32970733642577,184.74139190673827,186.0406951904297
2023-08-30,186.0406951904297,186.23899207960088,183.15566303930453,183.35394480054703,60813900,177.42820434570314,184.7986865234375,186.25880432128906
2023-08-31,186.25880432128906,187.49808420340318,185.87214960318659,186.22906281435257,60794500,178.80330810546874,184.8811343383789,187.835205078125
2023-09-01,187.835205078125,188.2912516644068,186.66531684562548,187.86494658905943,45766500,180.28747100830077,184.93491302490236,188.0731201171875
2023-09-05,188.0731201171875,188.350717612699,186.00104769428793,186.66529992482816,45280000,181.66158599853514,184.9997866821289,181.3413543701172
2023-09-06,181.3413543701172,187.2304149251444,179.91370149278592,186.78426205503195,81755800,182.22471618652344,184.95794525146485,176.03726196289062
2023-09-07,176.03726196289062,176.68169670899601,172.05173281818776,173.67766774803732,112488800,181.87177276611328,184.754775390625,176.6519012451172
2023-09-08,176.6519012451172,178.6942471635063,176.265246533602,176.82045661878996,65551300,182.05022735595702,184.54033447265624,177.82180786132812
2023-09-11,177.82180786132812,178.7537488345446,175.81912716109244,178.52572555213936,58953100,182.12458343505858,184.34255859375,174.78805541992188
2023-09-12,174.78805541992188,178.58521118121962,173.32075212571604,177.95070042200115,90370200,181.7389175415039,183.9973760986328,172.7159881591797
2023-09-13,172.7159881591797,175.77948480311008,172.48794973853728,174.99625134216151,84267900,180.75641937255858,183.6406527709961,174.2328643798828
2023-09-14,174.2328643798828,174.58977763559852,172.09138484558866,172.50778112260195,60895800,179.5756362915039,183.33664306640625,173.5091094970703
2023-09-15,173.5091094970703,174.98633670911127,172.32932763975032,174.9665039932106,109259500,178.30066680908203,183.0086535644531,176.44371032714844
2023-09-18,176.44371032714844,177.8416216381054,174.65914430549358,174.96648328990372,67257600,177.16151733398436,182.7617321777344,177.5343017578125
2023-09-19,177.5343017578125,178.08949677364237,175.61093679016653,175.99759154247158,51826900,176.10763549804688,182.57761199951173,173.98497009277344
2023-09-20,173.98497009277344,178.1588558667478,173.8957304525312,177.7226269693033,58436200,175.3719970703125,182.33300048828124,172.43836975097656
2023-09-21,172.43836975097656,174.78805492740332,172.3689779372214,173.0530629204369,63149100,175.0121078491211,182.02399200439453,173.2909698486328
2023-09-22,173.2909698486328,175.56133895987557,172.5573258740407,173.17200382635897,56725400,174.67601470947267,181.71678802490234,174.56993103027344
2023-09-25,174.56993103027344,175.4522977411563,172.65647493916612,172.70604916227998,46172700,174.3508270263672,181.43219268798828,170.4852752685547
2023-09-26,170.4852752685547,173.69747930093746,170.1878450472042,173.32074847329434,64588900,173.92054901123046,181.00055877685546,168.96836853027344
2023-09-27,168.96836853027344,171.55598552227247,167.60021383109716,171.1395892983555,66921800,173.54578704833983,180.5437353515625,169.22616577148438
2023-09-28,169.22616577148438,170.55467030699108,166.18248681585104,167.88773731405627,56294400,173.0451171875,180.06493927001952,169.74169921875
2023-09-29,169.74169921875,171.58574835004075,168.87915010499984,170.54475018871184,51861100,172.66837615966796,179.63546325683595,172.2598876953125
2023-10-02,172.2598876953125,172.80517381863842,169.46406527821966,169.7515866559401,52164500,172.24999389648437,179.2799151611328,170.92147827148438
2023-10-03,170.92147827148438,172.14094058886474,169.35504178574476,170.78267952738358,49594600,171.58871154785157,178.88155975341797,172.17068481445312
2023-10-04,172.17068481445312,172.71597100628938,169.50375199905025,169.62271803074952,53020300,171.40728302001952,178.49096069335937,173.40997314453125
2023-10-05,173.40997314453125,173.94533544106068,171.19908676207933,172.29956799243436,48527900,171.504443359375,178.10772186279297,175.96786499023438
2023-10-06,175.96786499023438,176.46357702906525,171.6948145080504,172.30950772319366,57266700,171.77213287353516,177.80098724365234,177.45498657226562
2023-10-09,177.45498657226562,177.51446959158443,174.2923416030924,175.29367439346143,42390800,172.06063842773438,177.47231262207032,176.860107421875
2023-10-10,176.860107421875,178.17870301308767,176.4238784890915,176.5726011495921,43698000,172.6981216430664,177.1194631958008,178.2580108642578
2023-10-11,178.2580108642578,178.30758508223448,176.07688142463152,176.6717266565692,47551100,173.62708587646483,176.81120513916017,179.1602020263672
2023-10-12,179.1602020263672,180.7762125376352,177.50451096342908,178.52569139781235,56743100,174.62048950195313,176.58098999023437,177.316162109375
2023-10-13,177.316162109375,180.36973426316322,176.61224451765878,179.8641135443321,51427100,175.37793579101563,176.3418148803711,177.1873016357422
2023-10-16,177.1873016357422,177.54421488719547,174.99624790055657,175.2341951108354,52517000,175.87067718505858,176.28184204101564,175.63075256347656
2023-10-17,175.63075256347656,176.88986525789463,173.3009152798367,175.1350405719026,57549400,176.34160461425782,176.2529162597656,174.33197021484375
2023-10-18,174.33197021484375,176.0570532000882,173.608235023302,174.07420545389226,54764400,176.55773315429687,176.17920318603515,173.9552764892578
2023-10-19,173.9552764892578,176.31485552292168,173.68758775067354,174.53028914557814,59302900,176.61226348876954,176.12983642578126,171.39739990234375
2023-10-20,171.39739990234375,173.91561041088508,171.1594526769345,173.80655315689722,64244000,176.15521697998048,176.03366912841796,171.516357421875
2023-10-23,171.516357421875,172.51769024747387,168.47267838425373,169.44428482707696,55980100,175.5613540649414,175.93869110107423,171.95257568359375
2023-10-24,171.95257568359375,172.18059896074934,169.97963653831403,171.56592094062157,43816600,175.0706008911133,175.81932342529296,169.6326446533203
2023-10-25,169.6326446533203,171.57582713235345,169.1864917714858,170.40595412753765,57157000,174.20806427001952,175.69341278076172,165.45875549316406
2023-10-26,165.45875549316406,169.91025482669738,164.24921696829185,168.90890687614655,70625300,172.83791961669922,175.50147338867188,166.77735900878906
2023-10-27,166.77735900878906,167.5110182699133,165.39928015046561,165.47859589177074,58499100,171.78403930664064,175.386865234375,168.82955932617188
2023-10-30,168.82955932617188,169.70201714769797,167.4217392864812,167.5704619394744,51131000,170.9482650756836,175.30358489990235,169.30548095703125
2023-10-31,169.30548095703125,169.43435579022267,166.4600837859852,167.89766069037708,44846000,170.31573791503905,175.2030551147461,172.47802734375
2023-11-01,172.47802734375,172.73579212701503,168.66103905073186,169.5334969755198,56934900,170.13034362792968,175.13841461181642,176.0471649169922
2023-11-02,176.0471649169922,176.25535548295753,173.95525969593038,174.01474271477764,77334800,170.33953247070312,175.0680239868164,175.13504028320312
2023-11-03,175.13504028320312,175.30359567263832,171.8633532465518,172.74571998498175,79829200,170.71329650878906,175.0733776855469,177.6929168701172
2023-11-06,177.6929168701172,177.8911986418375,174.69882732290304,174.86736758526175,63841300,171.3309524536133,175.08567108154296,180.26071166992188
2023-11-07,180.26071166992188,180.87538968418906,177.4351473327296,177.64333789269085,70530000,172.1617660522461,175.11799102783203,181.32151794433594
2023-11-08,181.32151794433594,181.87671291239437,180.0326638382413,180.7861556902591,49340300,173.33065338134764,175.0936019897461,180.84564208984375
2023-11-09,180.84564208984375,182.54096853276508,180.2507816826859,181.3909282750837,53763500,174.8693420410156,174.98970092773436,185.04489135742188
2023-11-10,185.04489135742188,185.2136688107188,182.19576071339824,182.63256439705196,66133400,176.69609527587892,174.96542266845702,183.45652770996094
2023-11-13,183.45652770996094,184.67758150620577,182.87082057942214,184.46911666550656,43627500,178.1587921142578,174.87784912109376,186.07733154296875
2023-11-14,186.07733154296875,186.74245888927783,184.94561983989882,186.33543591459554,60108400,179.83597717285156,174.8379333496094,186.64315795898438
2023-11-15,186.64315795898438,188.12233108140188,186.41483430514052,186.48433267466453,53790500,181.252490234375,174.94396942138673,188.3308563232422
2023-11-16,188.3308563232422,189.57176909575145,187.2785495679511,188.1918746986356,54412900,182.480859375,175.18984130859374,188.31097412109375
2023-11-17,188.31097412109375,188.99596031021713,187.19912126214516,188.86690055056806,50922700,183.79845275878907,175.4230227661133,190.05816650390625
2023-11-20,190.05816650390625,190.51482899547432,188.49958819031184,188.50951003765908,46505100,185.03497772216798,175.66774993896485,189.25405883789062
2023-11-21,189.25405883789062,190.12766614172318,188.36060783923182,190.0184652287441,38134500,185.93431243896484,175.9570700073242,189.91917419433594
2023-11-22,189.91917419433594,191.52739194971423,189.44266803493824,190.09787347152113,39617700,186.79407806396483,176.30113372802734,188.5889434814453
2023-11-24,188.5889434814453,189.51217522879531,187.87417657801197,189.48239453680722,24048300,187.568408203125,176.5882553100586,188.4102325439453
2023-11-27,188.4102325439453,189.28383984926063,187.52670339120002,188.53929229982836,40552600,187.90494232177736,176.8862777709961,189.0157928466797
2023-11-28,189.0157928466797,189.6908571482296,188.0230628104096,188.40030507150686,38415400,188.46086883544922,177.13771942138672,187.99331665039062
2023-11-29,187.99331665039062,190.69354405683197,187.596230622092,189.51219267303125,43014200,188.6524673461914,177.34689971923828,188.569091796875
2023-11-30,188.569091796875,188.93641225844013,186.82189215984647,188.45989087281944,48794400,188.84506072998047,177.6385821533203,189.84970092773438
2023-12-01,189.84970092773438,190.1673666680402,187.85430382511626,188.94631294335792,45704800,188.9969451904297,177.98680877685547,188.0528564453125
2023-12-04,188.0528564453125,188.66835941071503,186.08725507958516,188.59886103241988,43389500,188.97113342285155,178.28204650878905,192.01385498046875
2023-12-05,192.01385498046875,192.9867262414063,188.79740398889692,188.82719982806023,66628400,189.1667022705078,178.63092498779298,190.92185974121094
2023-12-06,190.92185974121094,193.3441084564195,190.71337975554792,193.03636454966008,41089700,189.33348236083984,179.0396566772461,192.85768127441406
2023-12-07,192.85768127441406,193.5823700079149,192.18261692775607,192.22233461466143,47477700,189.62733306884766,179.51744293212892,194.2872314453125
2023-12-08,194.2872314453125,194.56519468567552,192.26205338225554,192.78819916921847,53406400,190.19716186523436,180.01866424560546,191.7755889892578
2023-12-11,191.7755889892578,192.08334803730577,190.0283895071003,191.70610576075973,60943700,190.53369750976563,180.45934204101562,193.29446411132812
2023-12-12,193.29446411132812,193.30438595805555,190.32619597120942,191.67630937116064,52696900,190.96156463623046,180.88003356933595,196.52084350585938
2023-12-13,196.52084350585938,196.5605460420224,193.43345250504257,193.67169801773704,70404200,191.81431732177734,181.39202087402344,196.66978454589844
2023-12-14,196.66978454589844,198.16880172529363,194.73396364592156,196.58044246155973,66831600,192.6243865966797,181.88200286865234,196.13368225097656
2023-12-15,196.13368225097656,196.95763485816647,195.56781885438525,196.09396456637802,128538400,193.2527847290039,182.33647705078124,194.46591186523438
2023-12-18,194.46591186523438,195.20053764226134,192.97681661429394,194.66445486912104,55751900,193.8940902709961,182.70643798828124,195.50827026367188
2023-12-19,195.50827026367188,195.5181921115413,194.46590061872467,194.73394198979324,40714100,194.2435317993164,183.06750366210937,193.41360473632812
2023-12-20,193.41360473632812,196.24287639656293,193.41360473632812,195.46854814025792,52242800,194.49270629882812,183.39857360839844,193.2646942138672
2023-12-21,193.2646942138672,195.64725561182692,192.09327993279487,194.674384326953,46482500,194.53340759277344,183.69870727539063,192.19256591796875
2023-12-22,192.19256591796875,193.9894050921648,191.56714106698067,193.76106624785666,37149600,194.32394104003907,183.95935455322265,191.64654541015625
2023-12-26,191.64654541015625,192.48043504376977,191.42814358023,192.20247183256527,28919300,194.3110366821289,184.2459622192383,191.74581909179688
2023-12-27,191.74581909179688,192.09328069742187,189.7007974418798,191.09062871652011,48087700,194.1561721801758,184.53713256835937,192.1726837158203
2023-12-28,192.1726837158203,193.24483398097485,191.7656607623355,192.72861011674675,34049900,193.7213562011719,184.86797119140624,191.13034057617188
2023-12-29,191.13034057617188,192.98674116771573,190.33615340163328,192.49037607711168,42672100,193.16741180419922,185.20393859863282,184.29042053222656
2024-01-02,184.29042053222656,187.07006792285642,182.55314280656535,185.78943757371047,82488700,191.98308563232422,185.4106414794922,182.9105224609375
2024-01-03,182.9105224609375,184.52867738484042,182.0964765011294,182.88074176951616,58414500,190.82754669189453,185.64090393066405,180.58753967285156
2024-01-04,180.58753967285156,181.7589539428833,179.5650288616003,180.82578520690032,71983600,189.3354736328125,185.8223275756836,179.8628387451172
2024-01-05,179.8628387451172,181.43135417752765,178.86018676112266,180.66696287937032,62379700,187.98039703369142,185.98053283691405,184.21099853515625
2024-01-08,184.21099853515625,184.2507162227342,180.18051667398524,180.76622380895435,59144500,187.0750274658203,186.27209991455078,183.7940673828125
2024-01-09,183.7940673828125,183.80398923151574,181.40158398145778,182.58293533514995,42841800,186.23517761230468,186.63880615234376,184.83642578125
